SalesVsPurchases,EmployeeGrowth,TotalSales,ClaimCredits,NetIncome,GrossLoss,Inventories,GrossRevenue,RawMaterials,FixedAssets,TaxEvasion
SVltPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Low
SVeqPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,High
SVgtPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,High
SVgtPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,High
SVltPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVeqPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVeqPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,High
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Low
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVgtPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVltPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Low
SVgtPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVgtPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPincr,High
SVeqPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVgtPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,High
SVgtPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,High
SVgtPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,High
SVeqPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,Low
SVgtPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVgtPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,High
SVeqPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVgtPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVeqPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,High
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVgtPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVeqPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPincr,High
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVeqPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,High
SVeqPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVgtPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVgtPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVgtPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVgtPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVeqPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Low
SVgtPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVeqPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,High
SVgtPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAdecrTPincr,High
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,High
SVeqPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVgtPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAdecrTPincr,High
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVltPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVeqPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Low
SVeqPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVeqPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVltPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVgtPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVgtPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVeqPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Low
SVeqPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVeqPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Low
SVeqPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVeqPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,High
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVeqPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVeqPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVeqPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,High
SVeqPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,High
SVeqPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVgtPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVgtPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,High
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,High
